profile name,subscription type,monthly revenue,join date,last payment date,country_x,age,gender,device,plan duration,start time,duration,attributes,title,supplemental video type,device type_x,bookmark,latest bookmark,country_y,esn,device type_y,acct first playback date,acct last playback date,acct first playback date for user generated plays,acct last playback date for user generated plays,profile first playback date,profile last playback date,profile first playback date for user generated plays,profile last playback date for user generated plays,deactivation time,days since last payment,churn,listed_in,primary_genre,genre_Action & Adventure,genre_Children & Family Movies,genre_Comedies,genre_Crime TV Shows,genre_Documentaries,genre_Dramas,genre_Horror Movies,genre_International Movies,genre_International TV Shows,genre_Kids' TV,genre_Thrillers,genre_Unknown
4,Standard,12,10-07-22,2023-06-26,Australia,51,Female,Laptop,1.0,2022-02-01 08:25:43,00:01:37,,Friends: Season 8: The One with the Red Sweater (Episode 2),,Device Type 0,00:20:32,Not latest view,AE (United Arab Emirates),,,,,,,,,,,,567,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
7,Standard,12,09-12-21,2023-06-25,Brazil,46,Male,Tablet,1.0,2023-05-05 20:58:38,00:00:49,,Jaoon Kahan Bata Ae Dil (Trailer),TRAILER,Device Type 1,00:00:48,00:00:48,IN (India),,,,,,,,,,,,568,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
7,Standard,12,09-12-21,2023-06-25,Brazil,46,Male,Tablet,1.0,2023-01-03 19:04:34,00:46:57,,Wednesday: Season 1: A Murder of Woes (Episode 8),,Device Type 0,00:48:13,00:48:13,IN (India),,,,,,,,,,,,568,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
2072,Basic,15,10-07-22,2023-11-07,Brazil,49,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,433,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
8,Basic,10,02-04-23,2023-06-24,Mexico,39,Female,Laptop,1.0,2023-02-11 20:08:09,00:00:31,,Never Have I Ever: Season 2: ... had an Indian frenemy (Episode 4),,Device Type 1,00:00:36,Not latest view,IN (India),,,,,,,,,,,,569,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
2215,Basic,13,18-07-22,2023-09-07,United States,42,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,494,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
6,Premium,15,18-03-22,2023-06-27,France,29,Female,Smart TV,1.0,2022-11-16 18:10:20,00:00:03,,Enola Holmes,,Device Type 1,00:17:59,00:17:59,IN (India),,,,,,,,,,,,566,1,"Action & Adventure, Children & Family Movies, Dramas",Action & Adventure,True,False,False,False,False,False,False,False,False,False,False,False
994,Premium,11,31-10-22,2023-02-07,Spain,45,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,706,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
8,Basic,10,02-04-23,2023-06-24,Mexico,39,Female,Laptop,1.0,2022-08-19 14:09:33,00:11:14,,Brooklyn Nine-Nine: Season 4: Chasing Amy (Episode 18),,Device Type 1,00:21:40,00:21:40,IN (India),,,,,,,,,,,,569,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
4,Standard,12,10-07-22,2023-06-26,Australia,51,Female,Laptop,1.0,2022-02-22 12:27:09,00:07:30,,Suits: Season 2: Break Point (Episode 5),,Device Type 0,00:19:40,Not latest view,AE (United Arab Emirates),,,,,,,,,,,,567,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
4,Standard,12,10-07-22,2023-06-26,Australia,51,Female,Laptop,1.0,2022-06-17 03:32:41,00:19:15,,Indoo Ki Jawani,,Device Type 0,01:51:44,01:51:44,AE (United Arab Emirates),,,,,,,,,,,,567,1,"Action & Adventure, Comedies, International Movies",Action & Adventure,True,False,False,False,False,False,False,False,False,False,False,False
4,Standard,12,10-07-22,2023-06-26,Australia,51,Female,Laptop,1.0,2022-08-03 15:49:20,00:24:03,,Manifest: Season 1: Cleared for Approach (Episode 13),,Device Type 2,00:42:21,00:42:21,AE (United Arab Emirates),,,,,,,,,,,,567,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
7,Standard,12,09-12-21,2023-06-25,Brazil,46,Male,Tablet,1.0,2023-03-20 04:31:23,00:41:31,,Barfi!,,Device Type 0,02:20:17,02:20:17,IN (India),,,,,,,,,,,,568,1,"Comedies, Dramas, International Movies",Comedies,False,False,True,False,False,False,False,False,False,False,False,False
7,Standard,12,09-12-21,2023-06-25,Brazil,46,Male,Tablet,1.0,2023-05-04 10:52:21,00:19:36,,Tu Jhoothi Main Makkaar,,Device Type 1,02:34:43,Not latest view,IN (India),,,,,,,,,,,,568,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
4,Standard,12,10-07-22,2023-06-26,Australia,51,Female,Laptop,1.0,2022-05-25 08:13:18,00:01:27,Autoplayed: user action: None; ,Trailer: Fatherhood,TRAILER,Device Type 5,00:01:27,00:01:27,IN (India),,,,,,,,,,,,567,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
941,Premium,10,26-06-22,2023-06-29,United States,36,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,564,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
1672,Basic,15,23-09-22,2023-07-07,Spain,30,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,556,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
2008,Standard,10,26-07-22,2023-09-07,United Kingdom,45,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,494,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
4,Standard,12,10-07-22,2023-06-26,Australia,51,Female,Laptop,1.0,2022-08-02 09:38:40,00:08:50,,Car Masters: Rust to Riches: Season 2: The Crow (Episode 6),,Device Type 0,00:09:00,Not latest view,AE (United Arab Emirates),,,,,,,,,,,,567,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
4,Standard,12,10-07-22,2023-06-26,Australia,51,Female,Laptop,1.0,2022-02-10 18:11:04,00:21:45,,Brooklyn Nine-Nine: Season 6: Return of the King (Episode 15),,Device Type 0,00:21:29,Not latest view,AE (United Arab Emirates),,,,,,,,,,,,567,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
1468,Standard,12,11-10-22,2023-05-07,United Kingdom,51,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,617,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
5,Basic,10,01-05-23,2023-06-28,Germany,33,Male,Smartphone,1.0,2023-05-19 06:15:15,00:00:12,,Genre Specific Moment Clip: Kathal - A Jackfruit Mystery,HOOK,Device Type 0,00:00:11,Not latest view,IN (India),,,,,,,,,,,,565,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
4,Standard,12,10-07-22,2023-06-26,Australia,51,Female,Laptop,1.0,2022-08-05 18:23:28,00:11:00,,Manifest: Season 3: Destination Unknown (Episode 8),,Device Type 0,00:11:58,Not latest view,AE (United Arab Emirates),,,,,,,,,,,,567,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
4,Standard,12,10-07-22,2023-06-26,Australia,51,Female,Laptop,1.0,2022-01-31 10:39:47,00:22:15,,Friends: Season 7: The One with Rachel's Book (Episode 2),,Device Type 0,00:21:52,00:21:52,AE (United Arab Emirates),,,,,,,,,,,,567,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
4,Standard,12,10-07-22,2023-06-26,Australia,51,Female,Laptop,1.0,2022-03-27 08:06:06,00:36:53,,iZombie: Season 3: Eat a Knievel (Episode 8),,Device Type 0,00:36:40,Not latest view,AE (United Arab Emirates),,,,,,,,,,,,567,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
8,Basic,10,02-04-23,2023-06-24,Mexico,39,Female,Laptop,1.0,2022-06-01 13:32:46,00:00:02,,Friends: Season 1: The One Where Monica Gets a Roommate (Pilot) (Episode 1),,Device Type 1,00:00:01,Not latest view,IN (India),,,,,,,,,,,,569,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
6,Premium,15,18-03-22,2023-06-27,France,29,Female,Smart TV,1.0,2022-11-27 19:48:12,00:13:41,,Kumari,,Device Type 1,01:43:50,Not latest view,IN (India),,,,,,,,,,,,566,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
8,Basic,10,02-04-23,2023-06-24,Mexico,39,Female,Laptop,1.0,2023-04-19 13:00:49,01:18:03,,DSP,,Device Type 1,02:08:36,Not latest view,IN (India),,,,,,,,,,,,569,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
4,Standard,12,10-07-22,2023-06-26,Australia,51,Female,Laptop,1.0,2022-06-08 04:36:09,00:00:56,,InuYasha: Season 2: Miroku Falls into a Dangerous Trap (Episode 1),,Device Type 5,00:02:09,Not latest view,IN (India),,,,,,,,,,,,567,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
1,Basic,10,15-01-22,2023-10-06,United States,28,Male,Smartphone,1.0,2021-12-24 15:45:39,02:10:44,,Minnal Murali,,Device Type 6,02:34:00,Not latest view,IN (India),,,,,,,,,,,,465,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
4,Standard,12,10-07-22,2023-06-26,Australia,51,Female,Laptop,1.0,2022-04-15 03:40:57,00:00:11,,Lupin: Part 2: Chapter 7 (Episode 2),,Device Type 0,00:40:08,00:40:08,AE (United Arab Emirates),,,,,,,,,,,,567,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
4,Standard,12,10-07-22,2023-06-26,Australia,51,Female,Laptop,1.0,2022-03-08 08:06:27,00:00:09,Autoplayed: user action: None; ,Season 1 Moment of High Emotion Clip: The Fame Game,HOOK,Device Type 5,00:00:09,00:00:09,IN (India),,,,,,,,,,,,567,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
2032,Standard,10,27-10-22,2023-09-07,Spain,45,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,494,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
8,Basic,10,02-04-23,2023-06-24,Mexico,39,Female,Laptop,1.0,2023-04-09 17:35:25,00:00:23,,The Haunting of Hill House: Directing Fear (Featurette),PROMOTIONAL,Device Type 1,00:00:22,00:00:22,IN (India),,,,,,,,,,,,569,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
4,Standard,12,10-07-22,2023-06-26,Australia,51,Female,Laptop,1.0,2022-08-05 09:08:44,00:01:21,,Manifest: Season 2: Unaccompanied Minors (Episode 11),,Device Type 0,00:02:20,Not latest view,AE (United Arab Emirates),,,,,,,,,,,,567,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
5,Basic,10,01-05-23,2023-06-28,Germany,33,Male,Smartphone,1.0,2023-04-07 04:32:38,00:11:25,,Naruto Shippuden: Season 15: Who Are You? (Episode 343),,Device Type 5,00:21:13,00:21:13,IN (India),,,,,,,,,,,,565,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
5,Basic,10,01-05-23,2023-06-28,Germany,33,Male,Smartphone,1.0,2023-02-20 08:11:28,00:00:20,Autoplayed: user action: None; ,Venom: Let There Be Carnage,,Device Type 5,00:00:20,Not latest view,IN (India),,,,,,,,,,,,565,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
359,Premium,11,20-11-22,2023-06-26,Spain,41,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,567,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
8,Basic,10,02-04-23,2023-06-24,Mexico,39,Female,Laptop,1.0,2022-08-19 14:20:49,00:03:31,,Brooklyn Nine-Nine: Season 4: Your Honor (Episode 19),,Device Type 1,00:03:31,Not latest view,IN (India),,,,,,,,,,,,569,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
4,Standard,12,10-07-22,2023-06-26,Australia,51,Female,Laptop,1.0,2022-07-20 15:17:46,00:00:04,Autoplayed: user action: None; ,Yu Yu Hakusho: Ghost Files: Season 1_hook_primary_16x9,HOOK,Device Type 5,00:00:04,00:00:04,IN (India),,,,,,,,,,,,567,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
4,Standard,12,10-07-22,2023-06-26,Australia,51,Female,Laptop,1.0,2022-01-16 13:33:24,00:00:11,,New Amsterdam: Season 2: The Big Picture (Episode 2),,Device Type 0,00:01:05,Not latest view,AE (United Arab Emirates),,,,,,,,,,,,567,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
5,Basic,10,01-05-23,2023-06-28,Germany,33,Male,Smartphone,1.0,2023-03-21 04:13:53,00:01:43,Autoplayed: user action: None; ,Spider-Man: No Way Home_hook_01_16x9,HOOK,Device Type 5,00:01:43,00:01:43,IN (India),,,,,,,,,,,,565,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
6,Premium,15,18-03-22,2023-06-27,France,29,Female,Smart TV,1.0,2023-01-06 16:09:37,00:22:24,Autoplayed: user action: User_Interaction; ,Doctor (Tamil),,Device Type 7,01:01:18,01:01:18,IN (India),,,,,,,,,,,,566,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
4,Standard,12,10-07-22,2023-06-26,Australia,51,Female,Laptop,1.0,2022-06-03 04:34:14,00:13:30,,Lucifer: Season 3: The Last Heartbreak (Episode 18),,Device Type 0,00:25:50,Not latest view,AE (United Arab Emirates),,,,,,,,,,,,567,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
5,Basic,10,01-05-23,2023-06-28,Germany,33,Male,Smartphone,1.0,2023-05-20 07:57:49,00:00:21,Autoplayed: user action: None; ,Genre Specific Moment Clip: Kathal - A Jackfruit Mystery,HOOK,Device Type 5,00:00:21,00:00:21,IN (India),,,,,,,,,,,,565,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
8,Basic,10,02-04-23,2023-06-24,Mexico,39,Female,Laptop,1.0,2023-05-10 18:28:12,00:00:20,,Ouija: Origin of Evil_hook_06_16x9,HOOK,Device Type 1,00:00:20,00:00:20,IN (India),,,,,,,,,,,,569,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
8,Basic,10,02-04-23,2023-06-24,Mexico,39,Female,Laptop,1.0,2022-11-07 15:19:15,00:00:03,,Brooklyn Nine-Nine: Season 5: NutriBoom (Episode 16),,Device Type 1,00:13:31,00:13:31,IN (India),,,,,,,,,,,,569,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
8,Basic,10,02-04-23,2023-06-24,Mexico,39,Female,Laptop,1.0,2023-05-20 16:07:28,00:00:33,,Shehzada (2022)_hook_03_16x9,HOOK,Device Type 1,00:00:33,00:00:33,IN (India),,,,,,,,,,,,569,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
8,Basic,10,02-04-23,2023-06-24,Mexico,39,Female,Laptop,1.0,2022-06-13 19:30:29,00:00:24,,Chup Chup Ke - Clip 1,PROMOTIONAL,Device Type 1,00:00:23,00:00:23,IN (India),,,,,,,,,,,,569,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
8,Basic,10,02-04-23,2023-06-24,Mexico,39,Female,Laptop,1.0,2022-12-11 17:00:48,00:38:17,,Khakee: The Bihar Chapter: Season 1: MEETA JI KI LOVE STORY !!! (Episode 5),,Device Type 1,00:38:50,00:38:50,IN (India),,,,,,,,,,,,569,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
4,Standard,12,10-07-22,2023-06-26,Australia,51,Female,Laptop,1.0,2021-12-27 06:30:17,00:20:17,,Don't Look Up,,Device Type 0,01:54:51,Not latest view,AE (United Arab Emirates),,,,,,,,,,,,567,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
4,Standard,12,10-07-22,2023-06-26,Australia,51,Female,Laptop,1.0,2022-04-18 15:27:55,00:00:59,Autoplayed: user action: None; ,Trailer: Thunder Force,TRAILER,Device Type 5,00:00:59,00:00:59,IN (India),,,,,,,,,,,,567,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
4,Standard,12,10-07-22,2023-06-26,Australia,51,Female,Laptop,1.0,2022-06-21 05:19:26,00:10:39,,InuYasha: Season 2: Return to the Place Where We First Met (Episode 21),,Device Type 5,00:12:40,Not latest view,IN (India),,,,,,,,,,,,567,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
4,Standard,12,10-07-22,2023-06-26,Australia,51,Female,Laptop,1.0,2022-05-11 21:21:03,00:15:18,,Suits: Season 8: Stalking Horse (Episode 15),,Device Type 0,00:42:42,00:42:42,AE (United Arab Emirates),,,,,,,,,,,,567,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
2196,Premium,15,16-08-22,2023-09-07,Spain,39,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,494,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
8,Basic,10,02-04-23,2023-06-24,Mexico,39,Female,Laptop,1.0,2023-03-06 15:50:02,00:07:32,,Indian Predator: The Butcher of Delhi: Limited Series: Tasveer (Episode 2),,Device Type 1,00:16:46,Not latest view,IN (India),,,,,,,,,,,,569,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
2024,Premium,13,11-10-22,2023-11-07,Australia,46,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,433,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
8,Basic,10,02-04-23,2023-06-24,Mexico,39,Female,Laptop,1.0,2022-12-04 16:52:54,00:20:51,,The Big Bang Theory: Season 3: The Jiminy Conjecture (Episode 2),,Device Type 1,00:21:02,00:21:02,IN (India),,,,,,,,,,,,569,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
4,Standard,12,10-07-22,2023-06-26,Australia,51,Female,Laptop,1.0,2022-06-03 07:48:58,00:08:56,,"InuYasha: Season 1: Mystical Hand of the Amorous Monk, Miroku (Episode 16)",,Device Type 5,00:10:06,Not latest view,IN (India),,,,,,,,,,,,567,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
4,Standard,12,10-07-22,2023-06-26,Australia,51,Female,Laptop,1.0,2021-12-10 14:35:26,00:00:17,,Naruto: Season 3: The Summoning Jutsu: Wisdom of the Toad Sage! (Episode 2),,Device Type 5,00:01:40,00:01:40,IN (India),,,,,,,,,,,,567,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
4,Standard,12,10-07-22,2023-06-26,Australia,51,Female,Laptop,1.0,2022-08-05 08:21:36,00:24:59,,Manifest: Season 2: Course Deviation (Episode 10),,Device Type 0,00:25:47,Not latest view,AE (United Arab Emirates),,,,,,,,,,,,567,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
5,Basic,10,01-05-23,2023-06-28,Germany,33,Male,Smartphone,1.0,2023-04-22 16:53:06,00:18:33,,Berserk: Season 1: Night of Miracles (Episode 3),,Device Type 4,00:19:58,00:19:58,IN (India),,,,,,,,,,,,565,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
5,Basic,10,01-05-23,2023-06-28,Germany,33,Male,Smartphone,1.0,2023-02-02 15:07:16,00:20:47,Autoplayed: user action: User_Interaction; ,"Demon Slayer: Kimetsu no Yaiba: Tanjiro Kamado, Unwavering Resolve Arc: Sabito and Makomo (Episode 3)",,Device Type 5,00:23:39,00:23:39,IN (India),,,,,,,,,,,,565,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
192,Basic,14,26-06-22,2023-06-27,Canada,50,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,566,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
8,Basic,10,02-04-23,2023-06-24,Mexico,39,Female,Laptop,1.0,2023-02-13 06:49:17,00:04:27,,Never Have I Ever: Season 2: ... ruined someone's life (Episode 5),,Device Type 1,00:26:52,Not latest view,IN (India),,,,,,,,,,,,569,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
8,Basic,10,02-04-23,2023-06-24,Mexico,39,Female,Laptop,1.0,2022-12-16 18:21:24,00:46:29,,Sacred Games: Season 2: Vikarna (Episode 5),,Device Type 1,00:44:13,00:44:13,IN (India),,,,,,,,,,,,569,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
6,Premium,15,18-03-22,2023-06-27,France,29,Female,Smart TV,1.0,2022-08-26 14:54:53,00:09:40,,Never Have I Ever: Season 3: ...had a breakdown (Episode 6),,Device Type 0,00:20:58,Not latest view,IN (India),,,,,,,,,,,,566,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
4,Standard,12,10-07-22,2023-06-26,Australia,51,Female,Laptop,1.0,2022-04-05 21:15:05,00:00:10,,Brooklyn Nine-Nine: Season 1: M.E. Time (Episode 4),,Device Type 0,00:00:13,Not latest view,AE (United Arab Emirates),,,,,,,,,,,,567,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
1530,Basic,12,14-09-22,2023-06-07,Germany,44,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,586,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
4,Standard,12,10-07-22,2023-06-26,Australia,51,Female,Laptop,1.0,2021-12-20 07:28:50,00:00:05,,Moment of High Emotion Clip: After We Fell,HOOK,Device Type 1,00:00:05,00:00:05,IN (India),,,,,,,,,,,,567,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
4,Standard,12,10-07-22,2023-06-26,Australia,51,Female,Laptop,1.0,2022-02-06 05:35:07,00:00:26,,Brooklyn Nine-Nine: Season 1: Full Boyle (Episode 17),,Device Type 0,00:00:26,Not latest view,AE (United Arab Emirates),,,,,,,,,,,,567,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
1,Basic,10,15-01-22,2023-10-06,United States,28,Male,Smartphone,1.0,2022-01-14 14:57:44,00:00:23,,Season 3 Moment of High Emotion Clip: Lost in Space,HOOK,Device Type 1,00:00:23,00:00:23,IN (India),,,,,,,,,,,,465,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
5,Basic,10,01-05-23,2023-06-28,Germany,33,Male,Smartphone,1.0,2023-01-29 16:03:58,01:18:41,,Raangi,,Device Type 4,01:58:06,01:58:06,IN (India),,,,,,,,,,,,565,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
4,Standard,12,10-07-22,2023-06-26,Australia,51,Female,Laptop,1.0,2022-05-07 09:28:35,00:12:15,,The Blacklist: Season 6: Minister D (No. 99) (Episode 9),,Device Type 0,00:21:04,Not latest view,AE (United Arab Emirates),,,,,,,,,,,,567,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
2062,Basic,14,28-07-22,2023-10-07,Spain,46,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,464,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
1645,Basic,12,07-07-22,2023-05-07,United States,40,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,617,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
1,Basic,10,15-01-22,2023-10-06,United States,28,Male,Smartphone,1.0,2021-12-22 14:15:44,00:00:12,,Genre Specific Moment Clip: Meenakshi Sundareshwar,HOOK,Device Type 1,00:00:12,00:00:12,IN (India),,,,,,,,,,,,465,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
1592,Basic,10,14-08-22,2023-06-07,Brazil,34,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,586,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
4,Standard,12,10-07-22,2023-06-26,Australia,51,Female,Laptop,1.0,2022-03-28 06:26:37,00:00:49,,iZombie: Season 5: Thug Death (Episode 1),,Device Type 0,00:09:49,Not latest view,FR (France),,,,,,,,,,,,567,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
4,Standard,12,10-07-22,2023-06-26,Australia,51,Female,Laptop,1.0,2022-01-31 15:33:46,00:00:13,Autoplayed: user action: None; ,Spider-Man: Into the Spider-Verse_hook_01_16x9,HOOK,Device Type 5,00:00:13,Not latest view,IN (India),,,,,,,,,,,,567,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
8,Basic,10,02-04-23,2023-06-24,Mexico,39,Female,Laptop,1.0,2022-07-13 09:05:11,00:28:05,,Dear Friend,,Device Type 0,00:41:22,Not latest view,IN (India),,,,,,,,,,,,569,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
8,Basic,10,02-04-23,2023-06-24,Mexico,39,Female,Laptop,1.0,2023-05-24 18:11:58,00:03:32,,Friends: Season 1: The One with the Butt (Episode 6),,Device Type 1,00:20:42,00:20:42,IN (India),,,,,,,,,,,,569,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
5,Basic,10,01-05-23,2023-06-28,Germany,33,Male,Smartphone,1.0,2023-05-27 07:06:19,00:00:23,,Kathal - A Jackfruit Mystery,,Device Type 0,00:00:18,Not latest view,IN (India),,,,,,,,,,,,565,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
7,Standard,12,09-12-21,2023-06-25,Brazil,46,Male,Tablet,1.0,2023-02-05 09:07:30,00:00:04,,The Notebook,,Device Type 1,00:03:16,00:03:16,IN (India),,,,,,,,,,,,568,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
4,Standard,12,10-07-22,2023-06-26,Australia,51,Female,Laptop,1.0,2022-04-02 02:58:31,00:00:04,Autoplayed: user action: None; ,Community: Season 1_hook_primary_16x9,HOOK,Device Type 5,00:00:04,00:00:04,IN (India),,,,,,,,,,,,567,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
4,Standard,12,10-07-22,2023-06-26,Australia,51,Female,Laptop,1.0,2022-04-15 23:19:28,00:21:26,,Kim's Convenience: Season 2: Good Neighbours (Episode 11),,Device Type 0,00:21:26,Not latest view,AE (United Arab Emirates),,,,,,,,,,,,567,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
4,Standard,12,10-07-22,2023-06-26,Australia,51,Female,Laptop,1.0,2022-04-13 20:42:48,00:21:29,,Brooklyn Nine-Nine: Season 7: Debbie (Episode 5),,Device Type 0,00:21:29,00:21:29,AE (United Arab Emirates),,,,,,,,,,,,567,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
1806,Premium,15,05-09-22,2023-07-07,Spain,49,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,556,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
1156,Premium,14,26-06-22,2023-02-07,France,51,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,706,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
4,Standard,12,10-07-22,2023-06-26,Australia,51,Female,Laptop,1.0,2022-04-11 21:56:08,00:19:01,,Brooklyn Nine-Nine: Season 6: The Golden Child (Episode 9),,Device Type 0,00:19:00,Not latest view,AE (United Arab Emirates),,,,,,,,,,,,567,1,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
