profile name,source,navigation level,referrer url,webpage url,click utc ts,total_clicks,click_time
User 0,Source 0,browseTitles,,,8/14/22 15:41,933,2022-08-14 15:41:00
User 0,Source 0,browseTitles,,,8/14/22 15:41,933,2022-08-14 15:41:00
User 0,Source 0,accountMenu,,,8/9/22 5:50,933,2022-08-09 05:50:00
User 0,Source 0,browseTitles,,,8/9/22 5:50,933,2022-08-09 05:50:00
User 0,Source 0,browseTitles,,,8/9/22 5:50,933,2022-08-09 05:50:00
User 0,Source 0,browseTitles,,,8/9/22 5:50,933,2022-08-09 05:50:00
User 0,Source 0,accountMenu,,,8/9/22 5:50,933,2022-08-09 05:50:00
User 0,Source 0,accountMenu,,,8/9/22 5:50,933,2022-08-09 05:50:00
User 0,Source 0,playback,,,8/5/22 6:35,933,2022-08-05 06:35:00
User 0,Source 0,movieDetails,,,8/5/22 6:35,933,2022-08-05 06:35:00
User 0,Source 0,playback,,,8/5/22 5:59,933,2022-08-05 05:59:00
User 0,Source 0,movieDetails,,,8/5/22 5:59,933,2022-08-05 05:59:00
User 0,Source 0,playback,,,8/5/22 5:56,933,2022-08-05 05:56:00
User 0,Source 0,movieDetails,,,8/5/22 5:56,933,2022-08-05 05:56:00
User 0,Source 0,playback,,,8/5/22 5:52,933,2022-08-05 05:52:00
User 0,Source 0,playback,,,8/5/22 4:13,933,2022-08-05 04:13:00
User 0,Source 0,movieDetails,,,8/5/22 4:13,933,2022-08-05 04:13:00
User 0,Source 0,movieDetails,,,8/5/22 4:12,933,2022-08-05 04:12:00
User 0,Source 0,search,,,8/5/22 4:12,933,2022-08-05 04:12:00
User 0,Source 0,browseTitles,,,8/5/22 4:12,933,2022-08-05 04:12:00
User 0,Source 0,search,,,8/5/22 4:12,933,2022-08-05 04:12:00
User 0,Source 0,accountMenu,,,8/5/22 4:12,933,2022-08-05 04:12:00
User 0,Source 0,accountMenu,,,8/5/22 4:12,933,2022-08-05 04:12:00
User 0,Source 0,accountMenu,,,8/5/22 4:12,933,2022-08-05 04:12:00
User 0,Source 0,browseTitles,,,8/5/22 4:12,933,2022-08-05 04:12:00
User 0,Source 0,browseTitles,,,8/5/22 4:12,933,2022-08-05 04:12:00
User 0,Source 0,browseTitles,,,8/5/22 4:12,933,2022-08-05 04:12:00
User 0,Source 0,browseTitles,,,8/5/22 4:12,933,2022-08-05 04:12:00
User 0,Source 0,accountMenu,,,8/5/22 4:12,933,2022-08-05 04:12:00
User 0,Source 0,profilesGate,,,8/5/22 4:12,933,2022-08-05 04:12:00
User 0,Source 0,browseTitles,,,8/5/22 4:12,933,2022-08-05 04:12:00
User 0,Source 0,browseTitles,,,8/5/22 4:12,933,2022-08-05 04:12:00
User 0,Source 0,browseTitles,,,8/5/22 4:12,933,2022-08-05 04:12:00
User 0,Source 0,movieDetails,,,8/3/22 16:57,933,2022-08-03 16:57:00
User 0,Source 0,search,,,8/3/22 16:57,933,2022-08-03 16:57:00
User 0,Source 0,movieDetails,,,8/3/22 16:57,933,2022-08-03 16:57:00
User 0,Source 0,playback,,,8/3/22 16:57,933,2022-08-03 16:57:00
User 0,Source 0,movieDetails,,,8/3/22 16:57,933,2022-08-03 16:57:00
User 0,Source 0,playback,,,8/3/22 16:57,933,2022-08-03 16:57:00
User 0,Source 0,search,,,8/3/22 16:56,933,2022-08-03 16:56:00
User 0,Source 0,movieDetails,,,8/3/22 16:56,933,2022-08-03 16:56:00
User 0,Source 0,browseTitles,,,8/3/22 16:56,933,2022-08-03 16:56:00
User 0,Source 0,search,,,8/3/22 16:56,933,2022-08-03 16:56:00
User 0,Source 0,browseTitles,,,8/3/22 16:56,933,2022-08-03 16:56:00
User 0,Source 0,browseTitles,,,8/3/22 16:56,933,2022-08-03 16:56:00
User 0,Source 0,browseTitles,,,8/3/22 16:56,933,2022-08-03 16:56:00
User 0,Source 0,accountMenu,,,8/3/22 16:56,933,2022-08-03 16:56:00
User 0,Source 0,accountMenu,,,8/3/22 16:56,933,2022-08-03 16:56:00
User 0,Source 0,accountMenu,,,8/3/22 16:56,933,2022-08-03 16:56:00
User 0,Source 0,browseTitles,,,8/3/22 16:55,933,2022-08-03 16:55:00
User 0,Source 0,accountMenu,,,8/3/22 16:55,933,2022-08-03 16:55:00
User 0,Source 0,accountMenu,,,8/3/22 16:55,933,2022-08-03 16:55:00
User 0,Source 0,accountMenu,,,8/3/22 16:55,933,2022-08-03 16:55:00
User 0,Source 0,accountMenu,,,8/3/22 16:55,933,2022-08-03 16:55:00
User 0,Source 0,browseTitles,,,8/3/22 16:55,933,2022-08-03 16:55:00
User 0,Source 0,browseTitles,,,8/3/22 16:55,933,2022-08-03 16:55:00
User 0,Source 0,browseTitles,,,8/3/22 16:55,933,2022-08-03 16:55:00
User 1,Source 0,accountMenu,,,9/9/22 6:16,6,2022-09-09 06:16:00
User 1,Source 0,browseTitles,,,9/9/22 6:16,6,2022-09-09 06:16:00
User 1,Source 0,browseTitles,,,9/9/22 6:16,6,2022-09-09 06:16:00
User 1,Source 0,browseTitles,,,9/9/22 6:16,6,2022-09-09 06:16:00
User 1,Source 0,browseTitles,,,9/9/22 6:16,6,2022-09-09 06:16:00
User 1,Source 0,profilesGate,,,9/9/22 6:16,6,2022-09-09 06:16:00
User 7,Source 0,playback,,,6/19/23 7:46,2066,2023-06-19 07:46:00
User 7,Source 0,profilesGate,,,6/19/23 7:46,2066,2023-06-19 07:46:00
User 7,Source 0,profilesGate,,,6/19/23 7:11,2066,2023-06-19 07:11:00
User 7,Source 0,movieDetails,,,6/19/23 7:11,2066,2023-06-19 07:11:00
User 7,Source 0,profilesGate,,,6/19/23 7:11,2066,2023-06-19 07:11:00
User 7,Source 0,movieDetails,,,6/19/23 7:11,2066,2023-06-19 07:11:00
User 7,Source 0,playback,,,6/19/23 5:56,2066,2023-06-19 05:56:00
User 7,Source 0,profilesGate,,,6/19/23 5:56,2066,2023-06-19 05:56:00
User 7,Source 0,playback,,,6/18/23 22:51,2066,2023-06-18 22:51:00
User 7,Source 0,profilesGate,,,6/18/23 22:51,2066,2023-06-18 22:51:00
User 7,Source 0,playback,,,6/18/23 22:12,2066,2023-06-18 22:12:00
User 7,Source 0,profilesGate,,,6/18/23 22:12,2066,2023-06-18 22:12:00
User 7,Source 0,playback,,,6/18/23 22:12,2066,2023-06-18 22:12:00
User 7,Source 0,profilesGate,,,6/18/23 22:12,2066,2023-06-18 22:12:00
User 7,Source 0,playback,,,6/18/23 22:11,2066,2023-06-18 22:11:00
User 7,Source 0,profilesGate,,,6/18/23 22:11,2066,2023-06-18 22:11:00
User 7,Source 0,browseTitles,,,6/18/23 16:25,2066,2023-06-18 16:25:00
User 7,Source 0,playback,,,6/18/23 16:25,2066,2023-06-18 16:25:00
User 7,Source 0,browseTitles,,,6/18/23 16:11,2066,2023-06-18 16:11:00
User 7,Source 0,browseTitles,,,6/18/23 16:11,2066,2023-06-18 16:11:00
User 7,Source 0,playback,,,6/18/23 15:34,2066,2023-06-18 15:34:00
User 7,Source 0,browseTitles,,,6/18/23 15:34,2066,2023-06-18 15:34:00
User 7,Source 0,playback,,,6/18/23 14:45,2066,2023-06-18 14:45:00
User 7,Source 0,browseTitles,,,6/18/23 14:45,2066,2023-06-18 14:45:00
User 7,Source 0,browseTitles,,,6/18/23 14:20,2066,2023-06-18 14:20:00
User 7,Source 0,playback,,,6/18/23 14:20,2066,2023-06-18 14:20:00
User 7,Source 0,playback,,,6/18/23 11:34,2066,2023-06-18 11:34:00
User 7,Source 0,browseTitles,,,6/18/23 11:34,2066,2023-06-18 11:34:00
User 7,Source 0,browseTitles,,,6/18/23 11:14,2066,2023-06-18 11:14:00
User 7,Source 0,playback,,,6/18/23 10:43,2066,2023-06-18 10:43:00
User 7,Source 0,browseTitles,,,6/18/23 10:43,2066,2023-06-18 10:43:00
User 7,Source 0,playback,,,6/18/23 10:20,2066,2023-06-18 10:20:00
User 7,Source 0,browseTitles,,,6/18/23 10:20,2066,2023-06-18 10:20:00
User 7,Source 0,playback,,,6/18/23 8:39,2066,2023-06-18 08:39:00
User 7,Source 0,browseTitles,,,6/18/23 8:39,2066,2023-06-18 08:39:00
User 7,Source 0,playback,,,6/17/23 21:52,2066,2023-06-17 21:52:00
User 7,Source 0,browseTitles,,,6/17/23 21:52,2066,2023-06-17 21:52:00
User 7,Source 0,playback,,,6/17/23 21:52,2066,2023-06-17 21:52:00
User 7,Source 0,browseTitles,,,6/17/23 21:52,2066,2023-06-17 21:52:00
User 7,Source 0,browseTitles,,,6/17/23 21:52,2066,2023-06-17 21:52:00
User 7,Source 0,playback,,,6/17/23 21:52,2066,2023-06-17 21:52:00
User 7,Source 0,playback,,,6/17/23 19:27,2066,2023-06-17 19:27:00
User 7,Source 0,browseTitles,,,6/17/23 19:27,2066,2023-06-17 19:27:00
User 7,Source 0,browseTitles,,,6/17/23 18:02,2066,2023-06-17 18:02:00
User 7,Source 0,browseTitles,,,6/17/23 18:02,2066,2023-06-17 18:02:00
User 7,Source 0,playback,,,6/17/23 17:12,2066,2023-06-17 17:12:00
User 7,Source 0,browseTitles,,,6/17/23 17:12,2066,2023-06-17 17:12:00
User 7,Source 0,browseTitles,,,6/17/23 17:12,2066,2023-06-17 17:12:00
User 7,Source 0,playback,,,6/17/23 17:12,2066,2023-06-17 17:12:00
User 7,Source 0,playback,,,6/17/23 17:01,2066,2023-06-17 17:01:00
User 7,Source 0,browseTitles,,,6/17/23 17:01,2066,2023-06-17 17:01:00
User 7,Source 0,browseTitles,,,6/17/23 16:57,2066,2023-06-17 16:57:00
User 7,Source 0,browseTitles,,,6/17/23 16:57,2066,2023-06-17 16:57:00
User 7,Source 0,playback,,,6/17/23 16:19,2066,2023-06-17 16:19:00
User 7,Source 0,browseTitles,,,6/17/23 16:19,2066,2023-06-17 16:19:00
User 7,Source 0,playback,,,6/17/23 16:09,2066,2023-06-17 16:09:00
User 7,Source 0,movieDetails,,,6/17/23 16:09,2066,2023-06-17 16:09:00
User 7,Source 0,search,,,6/17/23 16:09,2066,2023-06-17 16:09:00
User 7,Source 0,movieDetails,,,6/17/23 16:09,2066,2023-06-17 16:09:00
User 7,Source 0,movieDetails,,,6/17/23 16:09,2066,2023-06-17 16:09:00
User 7,Source 0,search,,,6/17/23 16:09,2066,2023-06-17 16:09:00
User 7,Source 0,search,,,6/17/23 16:08,2066,2023-06-17 16:08:00
User 7,Source 0,movieDetails,,,6/17/23 16:08,2066,2023-06-17 16:08:00
User 7,Source 0,movieDetails,,,6/17/23 16:06,2066,2023-06-17 16:06:00
User 7,Source 0,search,,,6/17/23 16:06,2066,2023-06-17 16:06:00
User 7,Source 0,search,,,6/17/23 16:05,2066,2023-06-17 16:05:00
User 7,Source 0,movieDetails,,,6/17/23 16:05,2066,2023-06-17 16:05:00
User 7,Source 0,movieDetails,,,6/17/23 16:04,2066,2023-06-17 16:04:00
User 7,Source 0,search,,,6/17/23 16:04,2066,2023-06-17 16:04:00
User 7,Source 0,search,,,6/17/23 16:04,2066,2023-06-17 16:04:00
User 7,Source 0,search,,,6/17/23 16:04,2066,2023-06-17 16:04:00
User 7,Source 0,movieDetails,,,6/17/23 16:04,2066,2023-06-17 16:04:00
User 7,Source 0,movieDetails,,,6/17/23 16:02,2066,2023-06-17 16:02:00
User 7,Source 0,search,,,6/17/23 16:02,2066,2023-06-17 16:02:00
User 7,Source 0,movieDetails,,,6/17/23 16:02,2066,2023-06-17 16:02:00
User 7,Source 0,playback,,,6/17/23 16:02,2066,2023-06-17 16:02:00
User 7,Source 0,movieDetails,,,6/17/23 16:02,2066,2023-06-17 16:02:00
User 7,Source 0,playback,,,6/17/23 16:02,2066,2023-06-17 16:02:00
User 7,Source 0,search,,,6/17/23 16:00,2066,2023-06-17 16:00:00
User 7,Source 0,movieDetails,,,6/17/23 16:00,2066,2023-06-17 16:00:00
User 7,Source 0,playback,,,6/17/23 16:00,2066,2023-06-17 16:00:00
User 7,Source 0,browseTitles,,,6/17/23 16:00,2066,2023-06-17 16:00:00
User 7,Source 0,playback,,,6/17/23 15:59,2066,2023-06-17 15:59:00
User 7,Source 0,browseTitles,,,6/17/23 15:59,2066,2023-06-17 15:59:00
User 7,Source 0,browseTitles,,,6/17/23 15:59,2066,2023-06-17 15:59:00
User 7,Source 0,search,,,6/17/23 15:59,2066,2023-06-17 15:59:00
User 7,Source 0,playback,,,6/17/23 15:50,2066,2023-06-17 15:50:00
User 7,Source 0,movieDetails,,,6/17/23 15:50,2066,2023-06-17 15:50:00
User 7,Source 0,browseTitles,,,6/17/23 15:50,2066,2023-06-17 15:50:00
User 7,Source 0,browseTitles,,,6/17/23 15:50,2066,2023-06-17 15:50:00
User 7,Source 0,movieDetails,,,6/17/23 15:50,2066,2023-06-17 15:50:00
User 7,Source 0,accountMenu,,,6/17/23 15:50,2066,2023-06-17 15:50:00
User 7,Source 0,movieDetails,,,6/17/23 15:50,2066,2023-06-17 15:50:00
User 7,Source 0,accountMenu,,,6/17/23 15:50,2066,2023-06-17 15:50:00
User 7,Source 0,browseTitles,,,6/17/23 15:50,2066,2023-06-17 15:50:00
User 7,Source 0,movieDetails,,,6/17/23 15:50,2066,2023-06-17 15:50:00
User 7,Source 0,playback,,,6/17/23 15:48,2066,2023-06-17 15:48:00
User 7,Source 0,browseTitles,,,6/17/23 15:48,2066,2023-06-17 15:48:00
User 7,Source 0,browseTitles,,,6/17/23 15:47,2066,2023-06-17 15:47:00
User 7,Source 0,playback,,,6/17/23 15:47,2066,2023-06-17 15:47:00
User 7,Source 0,search,,,6/17/23 15:47,2066,2023-06-17 15:47:00
User 7,Source 0,browseTitles,,,6/17/23 15:47,2066,2023-06-17 15:47:00
User 7,Source 0,movieDetails,,,6/17/23 15:43,2066,2023-06-17 15:43:00
User 7,Source 0,search,,,6/17/23 15:43,2066,2023-06-17 15:43:00
User 7,Source 0,search,,,6/17/23 15:42,2066,2023-06-17 15:42:00
User 7,Source 0,movieDetails,,,6/17/23 15:42,2066,2023-06-17 15:42:00
User 7,Source 0,movieDetails,,,6/17/23 15:42,2066,2023-06-17 15:42:00
User 7,Source 0,search,,,6/17/23 15:42,2066,2023-06-17 15:42:00
User 7,Source 0,search,,,6/17/23 15:42,2066,2023-06-17 15:42:00
User 7,Source 0,movieDetails,,,6/17/23 15:42,2066,2023-06-17 15:42:00
User 7,Source 0,movieDetails,,,6/17/23 15:40,2066,2023-06-17 15:40:00
User 7,Source 0,search,,,6/17/23 15:40,2066,2023-06-17 15:40:00
User 7,Source 0,search,,,6/17/23 15:39,2066,2023-06-17 15:39:00
User 7,Source 0,movieDetails,,,6/17/23 15:39,2066,2023-06-17 15:39:00
User 7,Source 0,movieDetails,,,6/17/23 15:37,2066,2023-06-17 15:37:00
User 7,Source 0,search,,,6/17/23 15:37,2066,2023-06-17 15:37:00
User 7,Source 0,movieDetails,,,6/17/23 15:35,2066,2023-06-17 15:35:00
User 7,Source 0,search,,,6/17/23 15:35,2066,2023-06-17 15:35:00
User 7,Source 0,movieDetails,,,6/17/23 15:34,2066,2023-06-17 15:34:00
User 7,Source 0,search,,,6/17/23 15:34,2066,2023-06-17 15:34:00
User 7,Source 0,movieDetails,,,6/17/23 15:32,2066,2023-06-17 15:32:00
User 7,Source 0,search,,,6/17/23 15:32,2066,2023-06-17 15:32:00
User 7,Source 0,movieDetails,,,6/17/23 15:32,2066,2023-06-17 15:32:00
User 7,Source 0,search,,,6/17/23 15:32,2066,2023-06-17 15:32:00
User 7,Source 0,movieDetails,,,6/17/23 15:29,2066,2023-06-17 15:29:00
User 7,Source 0,search,,,6/17/23 15:29,2066,2023-06-17 15:29:00
User 7,Source 0,search,,,6/17/23 15:28,2066,2023-06-17 15:28:00
User 7,Source 0,browseTitles,,,6/17/23 15:28,2066,2023-06-17 15:28:00
User 7,Source 0,browseTitles,,,6/17/23 13:48,2066,2023-06-17 13:48:00
User 7,Source 0,accountMenu,,,6/17/23 13:48,2066,2023-06-17 13:48:00
User 7,Source 0,accountMenu,,,6/17/23 13:48,2066,2023-06-17 13:48:00
User 7,Source 0,accountMenu,,,6/17/23 13:48,2066,2023-06-17 13:48:00
User 7,Source 0,accountMenu,,,6/17/23 13:48,2066,2023-06-17 13:48:00
User 7,Source 0,browseTitles,,,6/17/23 13:48,2066,2023-06-17 13:48:00
User 7,Source 0,browseTitles,,,6/17/23 13:48,2066,2023-06-17 13:48:00
User 7,Source 0,browseTitles,,,6/17/23 13:48,2066,2023-06-17 13:48:00
User 7,Source 0,playback,,,6/17/23 13:30,2066,2023-06-17 13:30:00
User 7,Source 0,browseTitles,,,6/17/23 13:30,2066,2023-06-17 13:30:00
User 7,Source 0,playback,,,6/17/23 13:22,2066,2023-06-17 13:22:00
User 7,Source 0,browseTitles,,,6/17/23 13:21,2066,2023-06-17 13:21:00
User 7,Source 0,browseTitles,,,6/17/23 12:17,2066,2023-06-17 12:17:00
User 7,Source 0,playback,,,6/17/23 12:17,2066,2023-06-17 12:17:00
User 7,Source 0,browseTitles,,,6/17/23 11:30,2066,2023-06-17 11:30:00
User 7,Source 0,browseTitles,,,6/17/23 11:30,2066,2023-06-17 11:30:00
User 7,Source 0,browseTitles,,,6/17/23 11:02,2066,2023-06-17 11:02:00
User 7,Source 0,playback,,,6/17/23 11:02,2066,2023-06-17 11:02:00
User 7,Source 0,playback,,,6/17/23 10:58,2066,2023-06-17 10:58:00
User 7,Source 0,browseTitles,,,6/17/23 10:58,2066,2023-06-17 10:58:00
User 7,Source 0,browseTitles,,,6/17/23 10:37,2066,2023-06-17 10:37:00
User 7,Source 0,playback,,,6/17/23 10:37,2066,2023-06-17 10:37:00
User 7,Source 0,browseTitles,,,6/17/23 9:17,2066,2023-06-17 09:17:00
User 7,Source 0,playback,,,6/17/23 9:17,2066,2023-06-17 09:17:00
User 7,Source 0,playback,,,6/17/23 9:14,2066,2023-06-17 09:14:00
User 7,Source 0,browseTitles,,,6/17/23 9:14,2066,2023-06-17 09:14:00
User 7,Source 0,playback,,,6/17/23 9:12,2066,2023-06-17 09:12:00
User 7,Source 0,browseTitles,,,6/17/23 9:12,2066,2023-06-17 09:12:00
User 7,Source 0,browseTitles,,,6/17/23 9:12,2066,2023-06-17 09:12:00
User 7,Source 0,profilesGate,,,6/17/23 9:12,2066,2023-06-17 09:12:00
User 7,Source 0,movieDetails,,,6/16/23 22:13,2066,2023-06-16 22:13:00
User 7,Source 0,movieDetails,,,6/16/23 21:42,2066,2023-06-16 21:42:00
User 7,Source 0,movieDetails,,,6/16/23 21:11,2066,2023-06-16 21:11:00
User 7,Source 0,movieDetails,,,6/16/23 20:39,2066,2023-06-16 20:39:00
User 7,Source 0,playback,,,6/16/23 20:07,2066,2023-06-16 20:07:00
User 7,Source 0,movieDetails,,,6/16/23 20:07,2066,2023-06-16 20:07:00
User 7,Source 0,playback,,,6/16/23 19:45,2066,2023-06-16 19:45:00
User 7,Source 0,movieDetails,,,6/16/23 19:45,2066,2023-06-16 19:45:00
User 7,Source 0,movieDetails,,,6/16/23 19:44,2066,2023-06-16 19:44:00
User 7,Source 0,playback,,,6/16/23 19:44,2066,2023-06-16 19:44:00
User 7,Source 0,playback,,,6/16/23 19:24,2066,2023-06-16 19:24:00
User 7,Source 0,movieDetails,,,6/16/23 19:24,2066,2023-06-16 19:24:00
User 7,Source 0,movieDetails,,,6/16/23 19:23,2066,2023-06-16 19:23:00
User 7,Source 0,playback,,,6/16/23 19:23,2066,2023-06-16 19:23:00
User 7,Source 0,playback,,,6/16/23 19:11,2066,2023-06-16 19:11:00
User 7,Source 0,movieDetails,,,6/16/23 19:11,2066,2023-06-16 19:11:00
User 7,Source 0,playback,,,6/16/23 17:50,2066,2023-06-16 17:50:00
User 7,Source 0,movieDetails,,,6/16/23 17:50,2066,2023-06-16 17:50:00
User 7,Source 0,playback,,,6/16/23 17:41,2066,2023-06-16 17:41:00
User 7,Source 0,movieDetails,,,6/16/23 17:41,2066,2023-06-16 17:41:00
User 7,Source 0,playback,,,6/16/23 17:41,2066,2023-06-16 17:41:00
User 7,Source 0,movieDetails,,,6/16/23 17:41,2066,2023-06-16 17:41:00
User 7,Source 0,playback,,,6/16/23 17:36,2066,2023-06-16 17:36:00
User 7,Source 0,movieDetails,,,6/16/23 17:36,2066,2023-06-16 17:36:00
User 7,Source 0,movieDetails,,,6/16/23 17:36,2066,2023-06-16 17:36:00
User 7,Source 0,profilesGate,,,6/16/23 17:36,2066,2023-06-16 17:36:00
User 7,Source 0,playback,,,6/16/23 13:38,2066,2023-06-16 13:38:00
User 7,Source 0,movieDetails,,,6/16/23 13:38,2066,2023-06-16 13:38:00
User 7,Source 0,browseTitles,,,6/16/23 13:38,2066,2023-06-16 13:38:00
User 7,Source 0,movieDetails,,,6/16/23 13:38,2066,2023-06-16 13:38:00
User 7,Source 0,profilesGate,,,6/16/23 13:38,2066,2023-06-16 13:38:00
User 7,Source 0,browseTitles,,,6/16/23 13:38,2066,2023-06-16 13:38:00
User 7,Source 0,browseTitles,,,6/16/23 13:38,2066,2023-06-16 13:38:00
User 7,Source 0,browseTitles,,,6/16/23 13:38,2066,2023-06-16 13:38:00
User 7,Source 0,accountMenu,,,6/15/23 17:16,2066,2023-06-15 17:16:00
User 7,Source 0,browseTitles,,,6/15/23 17:16,2066,2023-06-15 17:16:00
User 7,Source 0,browseTitles,,,6/15/23 17:16,2066,2023-06-15 17:16:00
User 7,Source 0,profilesGate,,,6/15/23 17:16,2066,2023-06-15 17:16:00
User 7,Source 0,playback,,,6/15/23 8:37,2066,2023-06-15 08:37:00
User 7,Source 0,movieDetails,,,6/15/23 8:37,2066,2023-06-15 08:37:00
User 7,Source 0,search,,,6/15/23 8:37,2066,2023-06-15 08:37:00
User 7,Source 0,movieDetails,,,6/15/23 8:37,2066,2023-06-15 08:37:00
User 7,Source 0,browseTitlesGallery,,,6/15/23 8:37,2066,2023-06-15 08:37:00
User 7,Source 0,search,,,6/15/23 8:37,2066,2023-06-15 08:37:00
User 7,Source 0,browseTitles,,,6/15/23 8:37,2066,2023-06-15 08:37:00
User 7,Source 0,browseTitlesGallery,,,6/15/23 8:37,2066,2023-06-15 08:37:00
User 7,Source 0,search,,,6/15/23 8:37,2066,2023-06-15 08:37:00
User 7,Source 0,browseTitles,,,6/15/23 8:37,2066,2023-06-15 08:37:00
User 7,Source 0,movieDetails,,,6/15/23 8:36,2066,2023-06-15 08:36:00
User 7,Source 0,search,,,6/15/23 8:36,2066,2023-06-15 08:36:00
User 7,Source 0,movieDetails,,,6/15/23 8:36,2066,2023-06-15 08:36:00
User 7,Source 0,movieDetails,,,6/15/23 8:36,2066,2023-06-15 08:36:00
User 7,Source 0,movieDetails,,,6/15/23 8:36,2066,2023-06-15 08:36:00
User 7,Source 0,movieDetails,,,6/15/23 8:36,2066,2023-06-15 08:36:00
User 7,Source 0,playback,,,6/15/23 7:19,2066,2023-06-15 07:19:00
User 7,Source 0,movieDetails,,,6/15/23 7:19,2066,2023-06-15 07:19:00
User 7,Source 0,movieDetails,,,6/15/23 7:19,2066,2023-06-15 07:19:00
User 7,Source 0,search,,,6/15/23 7:19,2066,2023-06-15 07:19:00
User 7,Source 0,search,,,6/15/23 7:18,2066,2023-06-15 07:18:00
User 7,Source 0,browseTitles,,,6/15/23 7:18,2066,2023-06-15 07:18:00
User 7,Source 0,profilesGate,,,6/15/23 7:18,2066,2023-06-15 07:18:00
User 7,Source 0,browseTitles,,,6/15/23 7:18,2066,2023-06-15 07:18:00
User 7,Source 0,browseTitles,,,6/14/23 21:06,2066,2023-06-14 21:06:00
User 7,Source 0,playback,,,6/14/23 21:06,2066,2023-06-14 21:06:00
User 7,Source 0,playback,,,6/14/23 21:01,2066,2023-06-14 21:01:00
User 7,Source 0,browseTitles,,,6/14/23 21:00,2066,2023-06-14 21:00:00
User 7,Source 0,browseTitles,,,6/14/23 21:00,2066,2023-06-14 21:00:00
User 7,Source 0,profilesGate,,,6/14/23 21:00,2066,2023-06-14 21:00:00
User 7,Source 0,postPlay,,,6/14/23 18:31,2066,2023-06-14 18:31:00
User 7,Source 0,postPlay,,,6/14/23 18:31,2066,2023-06-14 18:31:00
User 7,Source 0,browseTitles,,,6/14/23 18:25,2066,2023-06-14 18:25:00
User 7,Source 0,search,,,6/14/23 18:25,2066,2023-06-14 18:25:00
User 7,Source 0,movieDetails,,,6/14/23 18:25,2066,2023-06-14 18:25:00
User 7,Source 0,search,,,6/14/23 18:25,2066,2023-06-14 18:25:00
User 7,Source 0,search,,,6/14/23 18:25,2066,2023-06-14 18:25:00
User 7,Source 0,movieDetails,,,6/14/23 18:25,2066,2023-06-14 18:25:00
User 7,Source 0,search,,,6/14/23 18:25,2066,2023-06-14 18:25:00
User 7,Source 0,search,,,6/14/23 18:25,2066,2023-06-14 18:25:00
User 7,Source 0,browseTitles,,,6/14/23 18:25,2066,2023-06-14 18:25:00
User 7,Source 0,search,,,6/14/23 18:24,2066,2023-06-14 18:24:00
User 7,Source 0,browseTitles,,,6/14/23 18:24,2066,2023-06-14 18:24:00
User 7,Source 0,movieDetails,,,6/14/23 18:24,2066,2023-06-14 18:24:00
User 7,Source 0,search,,,6/14/23 18:24,2066,2023-06-14 18:24:00
User 7,Source 0,playback,,,6/14/23 18:24,2066,2023-06-14 18:24:00
User 7,Source 0,movieDetails,,,6/14/23 18:24,2066,2023-06-14 18:24:00
User 7,Source 0,movieDetails,,,6/14/23 18:16,2066,2023-06-14 18:16:00
User 7,Source 0,playback,,,6/14/23 18:16,2066,2023-06-14 18:16:00
User 7,Source 0,search,,,6/14/23 18:16,2066,2023-06-14 18:16:00
User 7,Source 0,movieDetails,,,6/14/23 18:16,2066,2023-06-14 18:16:00
User 7,Source 0,search,,,6/14/23 18:15,2066,2023-06-14 18:15:00
User 7,Source 0,browseTitles,,,6/14/23 18:15,2066,2023-06-14 18:15:00
User 7,Source 0,browseTitles,,,6/14/23 18:15,2066,2023-06-14 18:15:00
User 7,Source 0,profilesGate,,,6/14/23 18:15,2066,2023-06-14 18:15:00
User 7,Source 0,accountMenu,,,6/14/23 18:08,2066,2023-06-14 18:08:00
User 7,Source 0,accountMenu,,,6/14/23 18:08,2066,2023-06-14 18:08:00
User 7,Source 0,playback,,,6/14/23 17:38,2066,2023-06-14 17:38:00
User 7,Source 0,search,,,6/14/23 17:38,2066,2023-06-14 17:38:00
User 7,Source 0,search,,,6/14/23 17:38,2066,2023-06-14 17:38:00
User 7,Source 0,browseTitles,,,6/14/23 17:38,2066,2023-06-14 17:38:00
User 7,Source 0,profilesGate,,,6/14/23 17:38,2066,2023-06-14 17:38:00
User 7,Source 0,browseTitles,,,6/14/23 17:38,2066,2023-06-14 17:38:00
User 7,Source 0,playback,,,6/14/23 10:29,2066,2023-06-14 10:29:00
User 7,Source 0,movieDetails,,,6/14/23 10:29,2066,2023-06-14 10:29:00
User 7,Source 0,playback,,,6/14/23 10:22,2066,2023-06-14 10:22:00
User 7,Source 0,movieDetails,,,6/14/23 10:22,2066,2023-06-14 10:22:00
User 7,Source 0,browseTitles,,,6/14/23 10:22,2066,2023-06-14 10:22:00
User 7,Source 0,movieDetails,,,6/14/23 10:22,2066,2023-06-14 10:22:00
User 7,Source 0,movieDetails,,,6/14/23 10:22,2066,2023-06-14 10:22:00
User 7,Source 0,browseTitles,,,6/14/23 10:22,2066,2023-06-14 10:22:00
User 7,Source 0,playback,,,6/14/23 10:22,2066,2023-06-14 10:22:00
User 7,Source 0,movieDetails,,,6/14/23 10:22,2066,2023-06-14 10:22:00
User 7,Source 0,playback,,,6/14/23 10:20,2066,2023-06-14 10:20:00
User 7,Source 0,movieDetails,,,6/14/23 10:20,2066,2023-06-14 10:20:00
User 7,Source 0,browseTitles,,,6/14/23 10:20,2066,2023-06-14 10:20:00
