profile name,subscription type,monthly revenue,join date,last payment date,country_x,age,gender,device,plan duration,start time,duration,attributes,title,supplemental video type,device type_x,bookmark,latest bookmark,country_y,esn,device type_y,acct first playback date,acct last playback date,acct first playback date for user generated plays,acct last playback date for user generated plays,profile first playback date,profile last playback date,profile first playback date for user generated plays,profile last playback date for user generated plays,deactivation time,listed_in,days since last payment,churn,primary_genre
968,Standard,13,31-08-22,2023-03-07 00:00:00.000000,United States,50,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,673,1,
2278,Standard,15,14-07-22,2023-12-07 00:00:00.000000,United Kingdom,38,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,398,1,
1494,Premium,13,04-08-22,2023-06-07 00:00:00.000000,Canada,51,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,581,1,
993,Standard,14,08-11-22,2023-03-07 00:00:00.000000,Mexico,33,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,673,1,
882,Basic,13,12-06-22,2023-01-07 00:00:00.000000,Canada,46,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,732,1,
2486,Basic,10,25-07-22,2023-07-14 00:00:00.000000,United States,40,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,544,1,
2083,Standard,12,27-08-22,2023-09-07 00:00:00.000000,United Kingdom,42,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,489,1,
1484,Premium,13,27-10-22,2023-06-07 00:00:00.000000,Australia,41,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,581,1,
1529,Premium,12,11-09-22,2023-04-07 00:00:00.000000,Australia,31,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,642,1,
747,Basic,11,25-06-22,2023-06-29 00:00:00.000000,Canada,41,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,559,1,
334,Standard,11,28-07-22,2023-06-28 00:00:00.000000,Australia,34,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,560,1,
1725,Basic,10,08-07-22,2023-07-07 00:00:00.000000,Germany,36,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,551,1,
286,Premium,14,14-10-22,2023-06-27 00:00:00.000000,France,50,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,561,1,
58,Standard,12,08-10-21,2023-06-24 00:00:00.000000,Mexico,34,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,564,1,
577,Basic,15,23-10-22,2023-06-26 00:00:00.000000,Spain,31,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,562,1,
1374,Standard,14,27-06-22,2023-07-07 00:00:00.000000,Canada,33,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,551,1,
1055,Basic,11,23-10-22,2023-01-07 00:00:00.000000,Italy,47,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,732,1,
860,Basic,13,26-08-22,2023-01-07 00:00:00.000000,Italy,50,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,732,1,
1941,Premium,13,16-08-22,2023-07-07 00:00:00.000000,Spain,29,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,551,1,
2346,Premium,10,20-07-22,2023-12-07 00:00:00.000000,Spain,43,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,398,1,
659,Premium,13,03-08-22,2023-06-29 00:00:00.000000,Australia,41,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,559,1,
208,Standard,15,05-01-23,2023-06-23 00:00:00.000000,Mexico,36,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,565,1,
891,Premium,14,18-07-22,2023-06-30 00:00:00.000000,Spain,50,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,558,1,
518,Standard,15,07-08-22,2023-06-27 00:00:00.000000,United States,37,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,561,1,
294,Premium,10,15-10-22,2023-06-29 00:00:00.000000,Australia,50,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,559,1,
1828,Standard,14,05-11-22,2023-07-07 00:00:00.000000,United Kingdom,46,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,551,1,
1664,Basic,10,20-08-22,2023-08-07 00:00:00.000000,Australia,38,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,520,1,
1317,Basic,11,02-09-22,2023-03-07 00:00:00.000000,Canada,31,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,673,1,
24,Standard,12,03-04-22,2023-06-26 00:00:00.000000,Australia,31,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,562,1,
2213,Standard,15,15-07-22,2023-09-07 00:00:00.000000,United States,44,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,489,1,
76,Basic,13,29-12-21,2023-06-26 00:00:00.000000,France,51,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,562,1,
356,Premium,11,14-10-22,2023-06-30 00:00:00.000000,France,38,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,558,1,
229,Standard,13,04-11-22,2023-06-27 00:00:00.000000,Spain,29,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,561,1,
870,Basic,13,03-07-22,2023-02-07 00:00:00.000000,Germany,38,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,701,1,
2273,Standard,15,27-07-22,2023-11-07 00:00:00.000000,United States,47,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,428,1,
1413,Standard,13,02-11-22,2023-05-07 00:00:00.000000,Mexico,47,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,612,1,
437,Basic,13,23-10-22,2023-06-25 00:00:00.000000,Brazil,47,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,563,1,
521,Basic,15,18-06-22,2023-06-28 00:00:00.000000,United States,33,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,560,1,
1554,Standard,14,30-10-22,2023-06-07 00:00:00.000000,Canada,30,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,581,1,
1155,Basic,10,30-06-22,2023-06-30 00:00:00.000000,Germany,49,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,558,1,
243,Standard,11,25-05-22,2023-06-27 00:00:00.000000,United Kingdom,33,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,561,1,
722,Basic,13,11-08-22,2023-06-30 00:00:00.000000,Brazil,45,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,558,1,
1410,Basic,14,06-11-22,2023-06-07 00:00:00.000000,Germany,31,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,581,1,
2270,Basic,14,27-07-22,2023-07-14 00:00:00.000000,Italy,30,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,544,1,
2419,Premium,14,16-07-22,2023-11-07 00:00:00.000000,Spain,50,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,428,1,
543,Standard,11,27-07-22,2023-06-28 00:00:00.000000,Mexico,37,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,560,1,
119,Standard,11,20-09-22,2023-06-25 00:00:00.000000,Spain,44,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,563,1,
2077,Basic,11,19-07-22,2023-08-07 00:00:00.000000,Spain,39,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,520,1,
492,Basic,10,17-09-22,2023-06-30 00:00:00.000000,Canada,51,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,558,1,
2423,Standard,12,19-07-22,2023-11-07 00:00:00.000000,United States,30,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,428,1,
273,Standard,12,02-08-22,2023-06-25 00:00:00.000000,United Kingdom,28,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,563,1,
2104,Standard,13,02-11-22,2023-11-07 00:00:00.000000,Spain,28,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,428,1,
1862,Basic,13,04-07-22,2023-10-07 00:00:00.000000,Brazil,31,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,459,1,
2235,Basic,15,15-10-22,2023-09-07 00:00:00.000000,Germany,38,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,489,1,
422,Basic,14,15-09-22,2023-06-29 00:00:00.000000,Canada,29,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,559,1,
1269,Premium,12,03-11-22,2023-05-07 00:00:00.000000,Canada,48,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,612,1,
1106,Premium,14,29-08-22,2023-04-07 00:00:00.000000,United States,37,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,642,1,
1681,Premium,15,22-10-22,2023-07-07 00:00:00.000000,France,27,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,551,1,
690,Standard,15,05-09-22,2023-06-30 00:00:00.000000,Germany,36,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,558,1,
919,Premium,15,11-11-22,2023-06-29 00:00:00.000000,Spain,40,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,559,1,
1923,Standard,12,17-07-22,2023-08-07 00:00:00.000000,Mexico,48,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,520,1,
674,Premium,13,10-06-22,2023-06-28 00:00:00.000000,Australia,37,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,560,1,
1129,Standard,14,07-11-22,2023-03-07 00:00:00.000000,Spain,37,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,673,1,
1736,Basic,15,04-09-22,2023-07-07 00:00:00.000000,United States,29,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,551,1,
137,Basic,12,10-08-22,2023-06-22 00:00:00.000000,Brazil,49,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,566,1,
1021,Premium,13,22-06-22,2023-03-07 00:00:00.000000,France,33,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,673,1,
2422,Basic,14,17-07-22,2023-12-07 00:00:00.000000,Spain,40,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,398,1,
995,Basic,14,28-10-22,2023-01-07 00:00:00.000000,Italy,42,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,732,1,
1635,Basic,12,15-08-22,2023-07-07 00:00:00.000000,Germany,33,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,551,1,
1240,Basic,11,20-07-22,2023-04-07 00:00:00.000000,United States,30,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,642,1,
375,Basic,14,17-06-22,2023-06-28 00:00:00.000000,Germany,44,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,560,1,
1368,Standard,14,27-06-22,2023-03-07 00:00:00.000000,Mexico,31,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,673,1,
596,Basic,14,18-06-22,2023-06-28 00:00:00.000000,United States,29,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,560,1,
1772,Basic,12,09-09-22,2023-08-07 00:00:00.000000,Brazil,29,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,520,1,
1333,Standard,14,21-10-22,2023-04-07 00:00:00.000000,United Kingdom,51,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,642,1,
712,Basic,13,08-11-22,2023-01-07 00:00:00.000000,Spain,45,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,732,1,
766,Premium,13,30-09-22,2023-01-07 00:00:00.000000,France,43,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,732,1,
2375,Basic,13,18-10-22,2023-10-07 00:00:00.000000,Italy,42,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,459,1,
1576,Basic,12,06-07-22,2023-08-07 00:00:00.000000,France,29,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,520,1,
93,Standard,12,05-02-22,2023-06-26 00:00:00.000000,United Kingdom,35,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,562,1,
2391,Premium,11,12-11-22,2023-10-07 00:00:00.000000,Spain,35,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,459,1,
35,Basic,10,11-04-23,2023-06-28 00:00:00.000000,Germany,39,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,560,1,
1917,Basic,14,12-08-22,2023-08-07 00:00:00.000000,Canada,32,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,520,1,
1277,Premium,11,30-09-22,2023-04-07 00:00:00.000000,Brazil,30,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,642,1,
1959,Standard,14,21-10-22,2023-07-07 00:00:00.000000,Canada,35,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,551,1,
430,Basic,14,22-11-22,2023-06-30 00:00:00.000000,Italy,46,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,558,1,
196,Premium,13,09-06-22,2023-06-24 00:00:00.000000,France,45,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,564,1,
254,Premium,12,20-05-22,2023-06-27 00:00:00.000000,Australia,48,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,561,1,
1306,Premium,15,02-07-22,2023-05-07 00:00:00.000000,France,33,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,612,1,
1700,Basic,12,13-09-22,2023-08-07 00:00:00.000000,Italy,28,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,520,1,
2457,Basic,11,12-11-22,2023-10-07 00:00:00.000000,Canada,48,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,459,1,
619,Premium,11,06-09-22,2023-06-29 00:00:00.000000,Spain,27,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,559,1,
2042,Basic,10,09-11-22,2023-10-07 00:00:00.000000,Brazil,35,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,459,1,
2455,Basic,10,09-11-22,2023-11-07 00:00:00.000000,United States,38,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,428,1,
2451,Premium,15,31-10-22,2023-12-07 00:00:00.000000,Spain,48,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,398,1,
755,Basic,13,16-08-22,2023-06-30 00:00:00.000000,Italy,32,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,558,1,
542,Basic,14,26-07-22,2023-06-27 00:00:00.000000,Brazil,41,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,561,1,
1854,Standard,14,16-07-22,2023-08-07 00:00:00.000000,Canada,46,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,520,1,
271,Premium,14,20-08-22,2023-06-26 00:00:00.000000,United States,41,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,562,1,
2414,Basic,10,22-07-22,2023-07-13 00:00:00.000000,Australia,46,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,545,1,
1820,Basic,14,20-10-22,2023-07-07 00:00:00.000000,Italy,48,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,551,1,
779,Premium,10,07-11-22,2023-06-28 00:00:00.000000,Australia,36,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,560,1,
1720,Basic,12,28-06-22,2023-08-07 00:00:00.000000,United States,44,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,520,1,
1624,Premium,13,31-10-22,2023-07-07 00:00:00.000000,Spain,35,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,551,1,
69,Premium,15,23-12-22,2023-06-23 00:00:00.000000,Spain,36,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,565,1,
366,Premium,12,17-10-22,2023-06-29 00:00:00.000000,France,41,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,559,1,
2144,Standard,14,15-07-22,2023-10-07 00:00:00.000000,Australia,47,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,459,1,
88,Standard,12,27-09-22,2023-06-28 00:00:00.000000,Mexico,47,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,560,1,
194,Standard,14,19-08-22,2023-06-27 00:00:00.000000,Australia,37,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,561,1,
1588,Standard,15,25-07-22,2023-07-07 00:00:00.000000,United Kingdom,43,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,551,1,
2001,Premium,10,09-07-22,2023-08-07 00:00:00.000000,Spain,41,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,520,1,
1783,Standard,13,17-07-22,2023-07-07 00:00:00.000000,United Kingdom,42,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,551,1,
2023,Standard,11,09-10-22,2023-10-07 00:00:00.000000,United Kingdom,37,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,459,1,
734,Premium,14,19-06-22,2023-06-30 00:00:00.000000,Australia,40,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,558,1,
386,Basic,14,11-07-22,2023-06-26 00:00:00.000000,France,48,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,562,1,
53,Standard,12,13-01-22,2023-06-27 00:00:00.000000,United Kingdom,41,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,561,1,
2156,Premium,10,07-09-22,2023-07-13 00:00:00.000000,United States,37,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,545,1,
2295,Basic,11,30-08-22,2023-07-13 00:00:00.000000,Germany,34,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,545,1,
537,Premium,10,17-06-22,2023-06-27 00:00:00.000000,Canada,38,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,561,1,
724,Premium,14,01-08-22,2023-06-29 00:00:00.000000,Spain,44,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,559,1,
91,Premium,11,03-10-22,2023-06-23 00:00:00.000000,United States,39,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,565,1,
2397,Basic,15,29-10-22,2023-11-07 00:00:00.000000,Canada,27,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,428,1,
1761,Premium,10,07-11-22,2023-05-07 00:00:00.000000,Spain,37,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,612,1,
963,Standard,13,01-08-22,2023-01-07 00:00:00.000000,Mexico,51,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,732,1,
2401,Basic,11,16-10-22,2023-11-07 00:00:00.000000,France,35,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,428,1,
1462,Basic,13,21-09-22,2023-06-07 00:00:00.000000,Spain,41,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,581,1,
1645,Basic,12,07-07-22,2023-05-07 00:00:00.000000,United States,40,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,612,1,
1162,Basic,10,21-06-22,2023-02-07 00:00:00.000000,Spain,51,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,701,1,
33,Standard,12,21-01-22,2023-06-27 00:00:00.000000,United Kingdom,41,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,561,1,
1355,Basic,12,24-07-22,2023-04-07 00:00:00.000000,Italy,30,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,642,1,
2030,Basic,14,23-10-22,2023-09-07 00:00:00.000000,Italy,43,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,489,1,
1533,Standard,10,30-09-22,2023-03-07 00:00:00.000000,Mexico,37,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,673,1,
1205,Basic,12,27-10-22,2023-03-07 00:00:00.000000,Italy,40,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,673,1,
1348,Standard,13,14-09-22,2023-05-07 00:00:00.000000,United Kingdom,34,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,612,1,
643,Standard,11,28-10-22,2023-06-27 00:00:00.000000,United Kingdom,50,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,561,1,
1940,Basic,10,14-08-22,2023-10-07 00:00:00.000000,Italy,35,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,459,1,
1964,Basic,15,01-11-22,2023-08-07 00:00:00.000000,Australia,29,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,520,1,
2265,Standard,10,30-08-22,2023-10-07 00:00:00.000000,Germany,43,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,459,1,
1973,Standard,15,09-11-22,2023-09-07 00:00:00.000000,United States,37,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,489,1,
51,Premium,15,27-02-23,2023-06-22 00:00:00.000000,United States,30,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,566,1,
2116,Premium,12,01-11-22,2023-10-07 00:00:00.000000,France,33,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,459,1,
203,Standard,13,31-07-22,2023-06-24 00:00:00.000000,United Kingdom,42,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,564,1,
373,Standard,10,18-06-22,2023-06-26 00:00:00.000000,United Kingdom,44,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,562,1,
1223,Standard,12,30-06-22,2023-03-07 00:00:00.000000,United States,33,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,673,1,
693,Standard,14,01-09-22,2023-06-29 00:00:00.000000,Mexico,31,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,559,1,
2407,Standard,11,29-08-22,2023-11-07 00:00:00.000000,Spain,31,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,428,1,
752,Premium,10,24-07-22,2023-06-28 00:00:00.000000,Brazil,28,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,560,1,
2034,Standard,12,02-11-22,2023-09-07 00:00:00.000000,Canada,30,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,489,1,
937,Basic,10,17-07-22,2023-06-30 00:00:00.000000,Spain,38,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,558,1,
549,Standard,10,05-09-22,2023-06-27 00:00:00.000000,Canada,38,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,561,1,
725,Basic,12,01-08-22,2023-06-29 00:00:00.000000,Italy,29,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,559,1,
1892,Basic,15,25-10-22,2023-09-07 00:00:00.000000,Brazil,46,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,489,1,
660,Basic,12,27-06-22,2023-06-29 00:00:00.000000,Germany,28,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,559,1,
419,Standard,11,30-10-22,2023-06-27 00:00:00.000000,Spain,27,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,561,1,
2177,Premium,15,08-11-22,2023-09-07 00:00:00.000000,Brazil,42,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,489,1,
455,Basic,11,31-05-22,2023-06-27 00:00:00.000000,Germany,31,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,561,1,
226,Basic,10,27-09-22,2023-06-26 00:00:00.000000,France,35,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,562,1,
1388,Standard,15,03-09-22,2023-05-07 00:00:00.000000,United States,30,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,612,1,
2201,Premium,12,25-07-22,2023-10-07 00:00:00.000000,United States,29,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,459,1,
1775,Basic,15,14-08-22,2023-07-07 00:00:00.000000,Italy,45,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,551,1,
370,Basic,11,22-10-22,2023-06-29 00:00:00.000000,Italy,46,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,559,1,
2382,Basic,12,01-11-22,2023-11-07 00:00:00.000000,Canada,34,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,428,1,
1025,Basic,13,23-06-22,2023-03-07 00:00:00.000000,Italy,28,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,673,1,
681,Premium,11,16-07-22,2023-06-28 00:00:00.000000,Spain,33,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,560,1,
2008,Standard,10,26-07-22,2023-09-07 00:00:00.000000,United Kingdom,45,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,489,1,
429,Standard,14,18-11-22,2023-06-26 00:00:00.000000,Spain,51,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,562,1,
2417,Basic,15,17-07-22,2023-11-07 00:00:00.000000,Brazil,29,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,428,1,
1883,Basic,14,04-10-22,2023-08-07 00:00:00.000000,United States,50,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,520,1,
1209,Standard,11,22-09-22,2023-02-07 00:00:00.000000,Canada,29,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,701,1,
214,Standard,13,30-06-22,2023-06-28 00:00:00.000000,Australia,43,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,560,1,
601,Basic,14,05-06-22,2023-06-30 00:00:00.000000,France,46,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,558,1,
1759,Standard,10,06-11-22,2023-07-07 00:00:00.000000,Spain,51,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,551,1,
2021,Basic,12,25-09-22,2023-08-07 00:00:00.000000,United States,50,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,520,1,
146,Basic,10,06-10-22,2023-06-25 00:00:00.000000,France,38,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,563,1,
744,Premium,13,11-06-22,2023-06-29 00:00:00.000000,Canada,34,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,559,1,
2246,Basic,15,08-11-22,2023-10-07 00:00:00.000000,United States,37,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,459,1,
2191,Premium,12,29-09-22,2023-10-07 00:00:00.000000,France,30,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,459,1,
1717,Basic,10,08-07-22,2023-07-07 00:00:00.000000,Spain,46,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,551,1,
1479,Standard,12,06-11-22,2023-06-07 00:00:00.000000,Canada,29,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,581,1,
605,Basic,15,10-06-22,2023-06-29 00:00:00.000000,Italy,46,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,559,1,
402,Basic,14,21-07-22,2023-06-26 00:00:00.000000,Canada,42,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,562,1,
971,Basic,10,05-09-22,2023-01-07 00:00:00.000000,United States,36,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,732,1,
239,Basic,15,23-12-22,2023-06-26 00:00:00.000000,Spain,38,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,562,1,
